x, y
3.113074332824173895e-01,5.041940019210122692e-02
8.596707314179844461e-01,5.815208078905312883e-01
2.202437727133153000e-01,9.008848746038274902e-01
8.355713002850659876e-01,3.113663392701309096e-01
8.971853865203666123e-01,6.022741073024956426e-01
5.042157106585591908e-01,8.908037204812258025e-02
8.671745495679776816e-01,6.280374505644208405e-01
6.012580611617877047e-01,6.149481258773643599e-01
4.376344412923195426e-01,5.098084004172901418e-01
4.520913347469937005e-01,1.455230607975598334e-01
3.267051394734160619e-01,5.811492249997862736e-02
5.639470138955674505e-01,1.621422952599006484e-01
6.402506985577331999e-01,5.954464871105816792e-01
8.003858201422975327e-02,8.974579506600254275e-01
7.302455305641551986e-01,3.553648037739803867e-01
8.411093964687517133e-01,3.204964429120281677e-01
4.497699937659912495e-01,7.861772103888865493e-01
7.755931552524347738e-01,3.255616064291928513e-01
4.987429904362276067e-01,8.591866319810141928e-01
5.941396128903189133e-01,3.284833049162920737e-01
8.673580045586478660e-01,2.698212975887908094e-01
8.949458528445871641e-01,6.485529151898171696e-01
8.712479971882132190e-01,6.076941990461606213e-01
4.844003972038248840e-01,6.276268078698236108e-01
9.603703543484823912e-01,1.581518136453569090e-01
4.228748562604230932e-01,7.108721887184717980e-01
9.298247190469401957e-01,1.356136697109856515e-01
9.774663035259941735e-01,8.859545600709328728e-02
3.081644410645659748e-01,5.811300540873299836e-01
8.729477238026108754e-01,6.103581577413675907e-01
8.880369326734965929e-01,8.245611185981328584e-01
4.572052348451646209e-01,4.658646630309507541e-01
9.952583688100757886e-01,1.426499949811114165e-01
9.488236269564024328e-01,7.843668759480666441e-01
5.723299388473859217e-01,8.217220771698837689e-01
2.324792922053645627e-01,8.498888794030012850e-01
9.461409315255946417e-01,1.091771155207997834e-01
3.134844522649687937e-01,4.915566263574910888e-02
6.684783568156619227e-01,5.880243499646439220e-01
8.155188719740448233e-01,3.133082749285556190e-01
9.359169290750457559e-01,2.086026029426095718e-01
4.781578078257583408e-01,9.058887289692296729e-01
4.814429072386103847e-01,8.100886125737666310e-01
3.760197980331053680e-01,2.991800504230390789e-02
6.018521232878975002e-01,8.865885679453404666e-01
5.343678617694411770e-01,8.424679082604086267e-01
7.044129598967853179e-01,3.936630703609086401e-01
9.499652610381440487e-01,7.991797011733570155e-01
7.598964975099198327e-01,1.455711111079249775e-02
9.760349789444423552e-01,8.143862879492700380e-01
8.627245275989900986e-01,7.877299872370706613e-01
8.941855452971657625e-01,1.734839894306655639e-01
6.800072050427166115e-01,5.392760547211610245e-01
9.932176552243855427e-01,5.921932542930556931e-01
9.314183232961094072e-01,8.020683045564550584e-01
8.853929312655707262e-01,3.011841171486558943e-01
6.709601071944139017e-01,3.439842905907902759e-01
9.833559604859323233e-01,1.642118444716651471e-01
4.555374613626378411e-01,6.969340619514039492e-01
8.689683286023993647e-01,6.498957075442459708e-01
1.538305048896664307e-01,2.268598651407972566e-01
4.686913936698455796e-01,8.143350814262593218e-01
8.692875798591535030e-01,7.791660312362672647e-01
2.963835333825662888e-01,1.021718278590788564e-02
5.262506702340705722e-01,8.375496471181087532e-01
8.893919370916957279e-01,5.780053981247731398e-01
9.912221460884219626e-01,1.681138522968790294e-01
8.937467475754791169e-01,7.858021216414377008e-01
6.132786336101814229e-02,8.465557884517458387e-01
9.473633062139976690e-01,1.369770036352383480e-01
6.676251858207977730e-01,4.619705674078613544e-01
7.083902658503731242e-01,3.219569259262223815e-01
4.845041714779692033e-01,1.213690968751344190e-01
5.234378379219428723e-01,8.969040100169433094e-01
4.798868779691183306e-01,6.679298437672146482e-01
1.638951615090658009e-01,2.414607817555199931e-01
7.473242670221780237e-02,5.699751185674216680e-01
8.646966537576871170e-01,7.842005282803199417e-01
6.569730835056418750e-01,4.752426964390477071e-01
5.211506788392443745e-01,1.909955983159339343e-01
9.984867395605094842e-01,9.458835539308785290e-02
4.532752444208095755e-01,4.935517916540764771e-01
9.390428144733884430e-01,3.865225846359146011e-01
9.648640635851413183e-01,5.553874106668039712e-01
4.194182932584682444e-01,7.110936197502458755e-01
5.596743443478831015e-01,8.373907832308887800e-01
4.968318208737262376e-01,6.745691723936835249e-01
9.304550648395124579e-01,8.002989537251550267e-01
9.561166384129003992e-01,1.255941036977137326e-01
8.842429494255296119e-01,8.136616989193918847e-01
8.916782530006774898e-01,7.872362882789674110e-01
8.800454844306720981e-01,8.252814441216029806e-01
7.899307671767807904e-01,3.492921251843263963e-01
9.298851756808136360e-01,7.884441094544385464e-01
6.977510519498091313e-01,6.935013014916280305e-03
6.773959795282979979e-02,8.483022137645220839e-01
9.004061000053282804e-01,7.103004794898661878e-01
8.797387577244731860e-01,7.097263738178732906e-01
4.753280036456647428e-01,7.435614766027662803e-01
4.805894447657037549e-01,1.029447977135787839e-01
8.717286654256591882e-01,3.523936047688213113e-01
9.897195917155166001e-01,6.779158374510285689e-02
4.447318242475487571e-01,2.415703988062714025e-01
4.583488289653860903e-01,1.422691850025538107e-01
4.958535632578136010e-01,8.203862493265779987e-01
8.734850240756800721e-01,7.512114096944139119e-01
4.259652525075070528e-01,7.550145519982184306e-01
7.676192711213314368e-02,4.570287095500829011e-01
5.007457840674824912e-01,7.897934411478136907e-01
9.884738977395055581e-01,1.201815255685722006e-01
2.427641694075179934e-01,9.060626547373564765e-01
6.586801351625354295e-01,5.037272075155515560e-01
4.970517418219134731e-01,8.127182319852509496e-01
3.969706932259065013e-02,7.439639933002064609e-01
9.671305975428129420e-01,8.008694478717690579e-01
5.401927903795171737e-01,2.216225954415088628e-01
5.356363939344772618e-01,1.625204674220824819e-01
9.462180891317453213e-01,5.517454607833008895e-01
2.790511291130500782e-01,7.704100918046512536e-01
4.826263959492418376e-01,8.355434719031858970e-01
9.344919529951140058e-01,1.118658249992423581e-01
9.463505139237118335e-01,6.909729222820881755e-02
2.877514091278738917e-01,4.702904608505598105e-02
5.097530019409014512e-01,8.582079699446362175e-01
8.563232421574830111e-01,2.525607411734905883e-01
5.566261518161214061e-01,1.818435405934063498e-01
2.553333911422769331e-01,4.046007232541259935e-02
5.239199986401000819e-01,8.571016047078539035e-01
5.129219210981115218e-01,7.617308776212999843e-01
4.643557468168938440e-01,7.343560476694944716e-01
8.944343257528658553e-01,7.463723026912034708e-01
9.528326423250300659e-01,8.096461092820820271e-01
2.823143835656971579e-01,6.224486685153912680e-01
9.058847125325296679e-01,8.028505367652584157e-01
5.422190198213905354e-02,8.679634027280508368e-01
4.506551055714105303e-01,1.288677806643259149e-01
3.074844289676403886e-01,1.580716573953755422e-03
6.716264101918354434e-01,6.291156079645074950e-01
4.430606362489543093e-01,6.770322971659616940e-01
4.053948871035479851e-01,7.304100312804384654e-02
9.598717300723107471e-01,7.603621140541663159e-01
3.680637099121506495e-01,7.613038611304350223e-01
8.807114499148142039e-01,6.204824016651268037e-01
6.477587532362512057e-01,5.683486934700178184e-01
4.372968618169330579e-01,8.579064230195726504e-01
1.819755191388031657e-01,8.391877774845178939e-01
4.862575109039790622e-02,5.436666503565450448e-01
9.045077778465270280e-01,8.476440327451170154e-01
4.890419954681435311e-01,2.683187109640693402e-01
4.680567888766952178e-01,8.620740830654304299e-01
9.475531322398055289e-01,1.074144548260971277e-01
9.715989554990309696e-01,1.390763718000291860e-01
5.075704726752601204e-01,8.241794443704809625e-01
8.104016468419986685e-01,8.011198338685994180e-01
5.572364837018052297e-01,2.001002892225305363e-01
8.972973176079896973e-01,7.661715816111669408e-01
5.034052009339715639e-01,1.833588844838600629e-01
6.888973294260546387e-01,4.862758602368316696e-01
6.458252181549106741e-02,5.797528882142177764e-01
7.142223512421664866e-01,3.456107286642559062e-01
6.968255500619421339e-01,5.259468904108141052e-01
5.280377729891816418e-02,5.223304217139992378e-01
9.418293790298551960e-01,5.950244912381096318e-01
4.300574238497555379e-01,2.131167784743448479e-01
9.230224613302588921e-01,8.635098410509609579e-01
9.528706665388274599e-01,1.044246067396950028e-01
8.562235344526675229e-01,5.858852965763614584e-01
2.648582168620405852e-02,9.079042070294492950e-01
4.210725095027517684e-01,1.985904304645846885e-01
1.563003934904594328e-01,3.022903527434790405e-01
4.846818212730387154e-01,7.753957803354853962e-01
5.661477569463460036e-01,8.275510564909863698e-01
6.727358547299300273e-02,5.761258233667061468e-01
2.322762493889393154e-01,3.164249607055474867e-01
6.451923775038611586e-01,3.475502994782960764e-01
7.220852983204346653e-01,3.685832760067404568e-01
4.735722200090728418e-01,1.656872635985102704e-01
4.666037764878889771e-01,7.540884374217448061e-01
4.939644702613474880e-01,7.830500630314507493e-01
9.610944818128805966e-01,7.921876422407891916e-01
4.788783717752403968e-01,7.389420778775104282e-01
9.336159305626918758e-01,7.771943599137077774e-01
1.587490895374079614e-01,3.369898821178124448e-01
5.034679259338433743e-01,1.732580376261798616e-01
9.050936785170566878e-01,5.443730793249645927e-01
1.595440257002870288e-01,3.154213445337016308e-01
9.323827320493955906e-01,7.868919837633598924e-01
7.000321650611426305e-01,1.731057709979877401e-02
4.806824433337569813e-01,1.671361633268720892e-01
1.948416203245911804e-01,2.712638380895540102e-01
4.532514010983047514e-01,7.490480629342495256e-01
1.919728222230696613e-01,4.097822720808895758e-01
5.034709381044663035e-01,7.967214763507480813e-01
4.295699078910807378e-01,6.727659247012510724e-01
6.756280690295740632e-01,5.898406666075260985e-01
6.299322563096747540e-01,4.992057084204777340e-01
5.592084795949321396e-01,1.678786811734979123e-01
2.742038171511751443e-02,1.720924308187035123e-01
4.318688861085114850e-01,8.384583304104680224e-01
1.689189042569543275e-01,2.420990267287391751e-01
8.981572338548935441e-01,5.789978284458130453e-01
8.825557189736196184e-01,7.231706836865763321e-01
2.695525744152559300e-01,7.990636384255345170e-03
9.834643944405517813e-01,1.482674872341289696e-01
4.759310572560414565e-01,2.157051907543920954e-01
4.474496621301365940e-01,6.758850169118123530e-01
9.227559414860770914e-01,6.092412778082999525e-01
3.256855457965526224e-01,6.520299243856448879e-01
9.954485730916142749e-01,1.150598825763405886e-01
1.404899137870962988e-02,8.808708832868142879e-01
4.428320580563521736e-01,4.910860044435835237e-01
1.720574251495355922e-01,3.326311715068485109e-01
5.102068996316616589e-01,8.523614102802931081e-01
1.719797138724243890e-02,8.809767350320353296e-01
9.584963869872213937e-01,8.706314932093215386e-01
5.487639133534609748e-01,1.972566746405226557e-01
1.984439735937509885e-01,2.766531953233591912e-01
1.779360487108456734e-01,2.186380340921770804e-01
9.431494283555720282e-01,7.857671978246062450e-01
9.883821936148232679e-01,1.503520861896473493e-01
9.215420762224217910e-01,1.999730245709347987e-01
6.376706073397301333e-01,3.803144841683627764e-01
8.641147831651861955e-01,2.383091531492071979e-01
9.294352921328226103e-01,8.515076204935289050e-01
7.216164289365952778e-01,2.693781954206753149e-02
9.244600703363805572e-01,9.949212032551912888e-02
5.513554370660660453e-01,2.272260927159852617e-01
9.495876179329081346e-01,5.745392021507342850e-01
8.282458556761836954e-01,7.354003581219169527e-01
8.442312737847885717e-01,7.122742732559733669e-01
8.820226088761567995e-01,9.431325872081186557e-02
9.566431336750593761e-01,8.374632359069356102e-02
4.824985204169776054e-01,7.872207487291889016e-01
9.053716281741932548e-01,7.203268054210166804e-01
8.880224933807904231e-01,7.823741822400995805e-01
8.579389202275534698e-01,7.289674974071981284e-01
9.540142396040866002e-01,5.636305208983790616e-01
9.322175861797654672e-01,5.988276469690244630e-01
6.570421895951321645e-01,4.347831302911906448e-01
9.180091240099141903e-01,1.599956949959250307e-01
4.742059883111726659e-01,7.745687196352494253e-01
8.680636690672712819e-01,1.705187372922052358e-01
8.954976047912400761e-01,3.124082573752553493e-01
4.353057543397844675e-01,6.942781165355407236e-01
2.862965776700904241e-01,6.434450236262648781e-01
4.114950537051209611e-02,8.560500747308958935e-01
6.492829280220678845e-01,5.703307479492730758e-01
4.323528798170793719e-01,7.231921926211531959e-01
5.005577796419178327e-01,8.021591573000466102e-01
9.161908061572016093e-01,6.328287742254162795e-01
6.692131775008568484e-01,4.919679212800233126e-01
8.941871475153684301e-01,2.205128699424889760e-01
8.495200437604721877e-02,8.644646848398395145e-01
1.597344495107732021e-01,2.601222449540597781e-01
4.071695245887090309e-01,7.758570312349034603e-01
3.556224701072985273e-02,8.428637675446941646e-01
8.813825884336656813e-01,6.888109488147762249e-01
4.765899236294882657e-01,9.405141928406817176e-01
4.835000255723155282e-01,7.752010319090639756e-01
6.212694914639199650e-01,6.023460680634268316e-01
8.353466580890226423e-01,6.944173617052926684e-01
9.666768410126945765e-01,1.406258185247183379e-01
4.374700124514487865e-01,2.170215046231056544e-01
5.302216557023960997e-01,8.155869131622140999e-01
5.008527495526474693e-01,7.937972084730104960e-01
4.774285083663042384e-01,2.634840143112650024e-01
4.846101183358088038e-01,7.394814152521419492e-01
8.561514539826458048e-01,3.641632474856004720e-01
8.950929839353196638e-01,1.145493060005705610e-01
8.477770684452391459e-01,2.054535252812115242e-01
9.416098016037790508e-01,5.930794607454462630e-01
4.332809107744007848e-01,7.191427128897593946e-01
9.236748192770342092e-01,7.436298662794131875e-01
9.436694985611783215e-01,5.541589011855073688e-01
5.129898816660327654e-01,8.462697731748061170e-01
9.038153235348930226e-01,5.355621153863486805e-01
8.785448958485533311e-01,7.465927458093307711e-01
5.045171999322735079e-01,2.240482064783154703e-01
4.201973721187720612e-01,8.629957376443098127e-02
9.234819788557615539e-01,7.403486347449729221e-01
4.138579621579973056e-01,2.172029109492745746e-02
6.825638864407247430e-01,5.538827911172051754e-01
4.644588590903983016e-01,7.826425669234358118e-01
8.970576270897201443e-01,5.695915023399502619e-01
8.922232711718551812e-01,5.776356821617857351e-01
8.006591388357964245e-01,3.760142477211773082e-01
8.521452916744406414e-01,7.583660427289475869e-01
4.629731912413268535e-01,7.381366406282666714e-01
5.393702172054708477e-01,8.571079785518606053e-01
9.178291200673325267e-01,7.950219393137041290e-01
4.581400701022388944e-01,9.912423597138487752e-01
5.455809658439378929e-01,8.750101775327960851e-01
9.252046204057716716e-01,3.847070546530372281e-01
9.029162957661499567e-01,3.076189183484394629e-01
9.245155153060101716e-01,5.690914417096422095e-01
4.551171022804509914e-01,4.446903505724242311e-02
7.910410371227387660e-01,4.272048397467705927e-01
6.096543438078305677e-03,4.673897979207468634e-01
4.682950162498904501e-01,7.914823557878511995e-01
2.054715320087833197e-01,8.031776478253224161e-01
5.180261799804457556e-01,7.916293976839282598e-01
8.915632029916532586e-01,1.667395740228893031e-01
6.260317654123647158e-01,5.381336991567309269e-01
9.713949297743442735e-01,1.167496150391842402e-01
7.492235771508788389e-01,9.903363548339269018e-01
2.392319400413557284e-01,5.906685729157522546e-01
8.306747447414533081e-01,1.589580029083922375e-01
4.636250863971125291e-01,1.684698712247956198e-01
8.954936611365497123e-01,3.225637932335325697e-01
3.533002377477738598e-01,6.824189884180953403e-02
9.007653700850011269e-01,7.001433972779207426e-01
4.205572327333547689e-01,5.130534304100875520e-02
8.738950282306954254e-01,7.563116092487551789e-01
2.776063852003803900e-01,6.295008691078770591e-01
8.663356783001946448e-01,5.536479658716253471e-01
4.598041883361472237e-01,6.084324920324477581e-01
5.307114757500437374e-01,8.400893260586641542e-01
5.298875900673107875e-01,8.016969233818209695e-01
8.209824745675494695e-01,2.884234024033172084e-01
8.830611914376855776e-01,5.553164885772975401e-01
4.642619769691023190e-01,7.560639788917988824e-01
8.906580923872232658e-01,2.954853349182053890e-01
4.951862584654617150e-01,1.106013172604229933e-01
4.409095051052113190e-01,7.117035813346609396e-01
8.753845905549655360e-01,3.276451703095759616e-01
4.834492699531081072e-01,1.443512006565526029e-01
6.683355329207646411e-01,4.941546107224558115e-01
7.174845529846317627e-01,4.840160703570943745e-01
4.746956696300359546e-01,4.694596256695767744e-01
4.760020689408240857e-01,2.088905069583515406e-01
1.050926915472927270e-03,8.882354381064745397e-01
6.057318578245732832e-01,4.019049516552084533e-01
5.649294091502172765e-01,2.027916800648842388e-01
2.609793957983757018e-01,6.110763584628031708e-03
5.836896820475193648e-01,5.265883390517788198e-01
7.745685194569732479e-01,3.401375845726262170e-01
4.374687167005835153e-01,4.856952139466694796e-01
5.902680247297829030e-01,2.136373565118443452e-01
5.338895615793072258e-01,8.024217010388666749e-01
2.500569685590042779e-01,6.092795936232966447e-01
9.643411427428837390e-01,3.476918802677358977e-01
5.141716234976855260e-01,1.554089046162163701e-01
6.984573073396453946e-01,3.357490597669136045e-01
8.479137696383866052e-01,3.255801756738819774e-01
9.851656246875998280e-01,9.575738378291998032e-02
9.350993437964794097e-01,8.039176727936901967e-01
4.287768941012827240e-01,7.079745005201372177e-01
5.911342929473596408e-01,5.506512497881866919e-01
9.789540997031774827e-01,8.045739955065476234e-01
5.291756851819581220e-01,8.123320272593176350e-01
6.108615841089111154e-01,9.910269558168326443e-01
9.521091840593979283e-01,1.254168779491935393e-01
3.252435902324496420e-01,3.552187809060136647e-02
4.586412201709604286e-01,1.013302146084555933e-01
9.878659513045044971e-01,5.628627872651337238e-01
5.082856303348097793e-01,2.174614147291197286e-01
5.457875099724006640e-01,1.891500591281805033e-01
2.984722442868964487e-01,6.560041294399358014e-01
9.395903981107318614e-01,7.999192756170737661e-01
9.115311671705123020e-01,1.128110141062895755e-01
8.894840295673374087e-01,5.467886263033413519e-01
9.937455136728281513e-01,3.391722259727294464e-01
4.994932014046098434e-01,2.004523298949778543e-01
2.302872064424464904e-01,2.325638418275666197e-02
5.632556619476529747e-01,5.014571457765613083e-01
9.346321766114270568e-01,7.183067479693981960e-01
1.076034984121887472e-02,8.770720686340216510e-01
4.655719699395888256e-01,8.405176592658079038e-01
4.629828545653942307e-01,7.850165839573856053e-01
5.355404779849387564e-01,7.685233757370143470e-01
4.327074125007218663e-01,6.427997258681057424e-01
9.680586975814009509e-01,5.758211329731954820e-01
4.960219749744088080e-02,8.380845427926091329e-01
7.855132730742450109e-01,3.241941285992364641e-01
8.627394942021366919e-01,5.887149439250409788e-01
9.960390036660277113e-01,1.454957821965465747e-01
4.187158486771827004e-01,6.960610253946061254e-01
5.232642060838905707e-01,1.915461345773364910e-01
4.864954518870223676e-01,8.335831314652076829e-01
5.375656534783039842e-01,1.766188248712219355e-01
8.860308191195281902e-01,7.684169220321716010e-01
4.403675163003886173e-01,7.673597265309546334e-01
4.330408192113714971e-01,4.919000504457342604e-01
4.586895580303438358e-01,7.555836181083090963e-01
2.086964991390281021e-01,2.542766211461028325e-01
5.287240973518946285e-01,1.958522864754881354e-01
8.900478155113688006e-01,3.151219790053836345e-01
2.632857675159678834e-01,1.285814017392450381e-02
4.498338995859927358e-01,1.058298867559100964e-01
1.878270043810442713e-01,3.078502577488868575e-01
5.033859522770999240e-01,8.002024035548948033e-01
5.667819495443892075e-01,7.915605010845901957e-01
9.284908137368440562e-01,5.616975602480747121e-01
6.583130078694400256e-01,5.084653209178102706e-01
7.780635983386841037e-02,6.067184074620521894e-01
6.641415542989359544e-03,9.016984135431531655e-01
4.012746766584122105e-01,6.677753948909360693e-01
8.071918839281019276e-01,3.625433611092424568e-01
8.728123060854233728e-01,5.496248493660724765e-01
6.726723835184962308e-01,4.523670109775963510e-01
5.258405214298508268e-01,7.918040439705275046e-01
4.607724259841485814e-01,6.194630900782154281e-01
9.523620064355280412e-01,9.101019202059423829e-02
5.257002051833646883e-01,8.466146558227413133e-01
4.846777442345551190e-01,7.800166192095687734e-01
9.926783626750187439e-01,8.523325585966012863e-02
9.942760866688131749e-01,7.690993312223527445e-01
4.202013672340935146e-01,6.823399850551868928e-01
9.581249460803441531e-01,8.513511682599406161e-02
4.351607180886263304e-01,6.010040157096074864e-02
5.027557040528645160e-01,2.085461706675383331e-01
9.237031344095643082e-01,1.099044893485884300e-01
9.937360293946866374e-01,8.283545811348380639e-02
3.029511096503303413e-01,4.414034068380479070e-03
9.282218677695684983e-01,8.112451459037713919e-01
5.393362178584395483e-01,7.828494437036344067e-01
9.778550303889378403e-01,3.414103299720572249e-02
5.139579633561194294e-01,1.727627654198473639e-01
5.166914622906376708e-01,1.592165430532642700e-01
4.635713624924561183e-01,7.658919588862810324e-01
4.586949146543906064e-02,9.086951519722227255e-01
8.981623049763627353e-01,8.215630469292074523e-01
5.384652826028641925e-01,2.306407681384029518e-01
4.898522026732934354e-01,7.707964572265064707e-01
8.491985689414248695e-01,6.571972411363589117e-01
3.517598355643212216e-01,4.977016888507657111e-02
4.598396199933080242e-01,7.596382096769520587e-01
9.708880061264564265e-01,8.121895863509759339e-01
4.937107487255673055e-01,1.686999087957475885e-01
4.561405964242694067e-01,1.198161618415144458e-01
8.795838780737078588e-01,6.784798098990767468e-01
1.798575646232953851e-01,3.872422649763015423e-01
6.598322021743413535e-01,3.875638844716733367e-01
5.929726175848667458e-01,4.790495321873148304e-01
8.722131071684907644e-01,1.542715617975988218e-01
6.297603085267352574e-01,5.783932704239516109e-01
8.790089531176903392e-01,7.134991214288782801e-01
4.624280711237889196e-01,1.642962260740534752e-01
8.545247814575046563e-01,2.999861369719297732e-01
9.110943425806635743e-01,8.387027187907060144e-01
9.800176317236698464e-01,1.332826310947434756e-01
2.605279946529522883e-01,3.147388899791148109e-02
5.178860090369610258e-01,8.676259936760633007e-01
3.071045169012258658e-01,9.746948102523230739e-01
5.050098165314138576e-01,1.628762602573105012e-01
3.043103510648912380e-01,5.784410997774680485e-02
9.188852042924277042e-01,8.896831930016685375e-01
5.526418225244559279e-01,8.947452297575210212e-01
7.053285925611610940e-01,2.716684596947260832e-02
8.913945812338751606e-01,6.787392770474259818e-01
4.983853181839515978e-01,2.454076198267048925e-01
5.016490619339961654e-01,8.050263757172395618e-01
5.327268310861420497e-01,1.857306338680542179e-01
9.106724408658561920e-01,7.119880236606974666e-01
5.294117792436846548e-01,8.133415535107646477e-01
4.550680407878497924e-01,7.124137382564198484e-01
9.356190200850778016e-01,7.734081719495595753e-01
5.098871556373966163e-01,1.984682220721143420e-01
9.031766874891197228e-01,5.449198284934637648e-01
9.080292319909889498e-01,5.775477421141529399e-01
9.083804701855477948e-01,8.247360291132882493e-01
8.556146463700977645e-01,3.176434312564663243e-01
8.781661828606567299e-01,1.981999704684964669e-01
9.083272782447376903e-01,7.470077562002966909e-01
6.926820205611201597e-01,9.982854253893042040e-01
5.514506952048663369e-01,1.675873153902983637e-01
6.862854509931413105e-01,3.641389104501248086e-01
9.704901745647420697e-01,8.304203310261942805e-01
8.464086198214088030e-01,7.389242485424522000e-01
4.769120797993738892e-01,8.229542290980563779e-01
2.684648937201671304e-01,8.152438677858261373e-01
4.805041870025765771e-01,1.506429636026321850e-01
4.763706986983781144e-01,1.584390929643179069e-01
9.809385479758456761e-01,1.059267581936027547e-01
3.412413380094599935e-01,8.653262273770456758e-02
5.003295608436354458e-01,1.797623660429498171e-01
